"Name","Live Bytes","Live Objects"
"com.jetbrains.python.inspections.PyByteLiteralInspection","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.notebooks.jupyter.python.JupyterPyFileElementType","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGTitleElementBridge","24 B (0%)","1 (0%)"
"com.intellij.util.containers.JBIterable$2","24 B (0%)","1 (0%)"
"com.intellij.database.dataSource.srcStorage.backend.DbSrcStorageManager$App","24 B (0%)","1 (0%)"
"com.jetbrains.appengine.inspection.QueryBoundParametersInspection","24 B (0%)","1 (0%)"
"org.intellij.lang.regexp.inspection.RepeatedSpaceInspection","24 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlAggregatesInspection","24 B (0%)","1 (0%)"
"com.jetbrains.python.PythonFileType","24 B (0%)","1 (0%)"
"io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGFeComponentTransferElementBridge$SVGFeFuncRElementBridge","24 B (0%)","1 (0%)"
"com.jetbrains.python.inspections.PyInitNewSignatureInspection","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGFeComponentTransferElementBridge$SVGFeFuncBElementBridge","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.checkin.UnresolvedMergeCheckHandler","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.SCSSElementTypes$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSReturnStatementElementType","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggerContext","24 B (0%)","1 (0%)"
"org.owasp.html.HtmlElementTables$HtmlElementNames","24 B (0%)","1 (0%)"
"com.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType[]","24 B (0%)","1 (0%)"
"com.intellij.util.containers.ConcurrentRefHashMap$1","24 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.types.ES6ReferenceListElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.actionscript.types.ActionScriptFunctionExpressionElementType","24 B (0%)","1 (0%)"
"com.intellij.psi.search.scope.NonProjectFilesScope","24 B (0%)","1 (0%)"
"com.intellij.facet.FacetFromExternalSourcesStorage","24 B (0%)","1 (0%)"
"com.intellij.uml.utils.DiagramBundle","24 B (0%)","1 (0%)"
"com.intellij.execution.process.ProcessWaitFor$$Lambda$638.0x00000001007cc840","24 B (0%)","1 (0%)"
"com.intellij.codeInspection.htmlInspections.HtmlExtraClosingTagInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.liveTemplates.ecmascript6.ES6ClassContextType","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.impl.TemplateSettings$State","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSValidateJSDocInspection","24 B (0%)","1 (0%)"
"com.intellij.psi.search.scope.NonProjectFilesScope$1","24 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.inspections.EditorConfigUnusedDeclarationInspection","24 B (0%)","1 (0%)"
"com.jetbrains.python.inspections.PyFromFutureImportInspection","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.serialization.deserialization.TypeDeserializer$typeConstructor$1$classNestingLevel$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.actionSystem.impl.MouseGestureManager","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.RemoteDifferenceStrategy[]","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$2","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$3","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$1","24 B (0%)","1 (0%)"
"com.intellij.lang.typescript.inspections.TypeScriptValidateTypesInspection","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.psi.stubs.types.LessRegularMixinStubElementType","24 B (0%)","1 (0%)"
"com.jetbrains.appengine.inspection.AppEngineThreadsafeInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.typescript.intentions.TypeScriptImplementInDerivedTypesIntention","24 B (0%)","1 (0%)"
"com.google.common.cache.CacheBuilder$NullListener[]","24 B (0%)","1 (0%)"
"com.intellij.psi.impl.cache.impl.todo.TodoIndexers$ExtraPlaceChecker[]","24 B (0%)","1 (0%)"
"com.intellij.sql.dialects.sybase.AseCodeStyleSettingsProvider","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ignore.lang.IgnoreFileType","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$1","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$2","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.textmate.plist.CompositePlistReader","24 B (0%)","1 (0%)"
"com.jetbrains.python.inspections.PyPropertyDefinitionInspection","24 B (0%)","1 (0%)"
"com.intellij.execution.executors.DefaultDebugExecutor","24 B (0%)","1 (0%)"
"com.jetbrains.python.debugger.django.DjangoExceptionBreakpointType","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter$1","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter$3","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter$2","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter$5","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter$4","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlInlineTableAliasIntention","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspection.JSSuspiciousTypeGuardInspection","24 B (0%)","1 (0%)"
"org.editorconfig.language.messages.EditorConfigBundle","24 B (0%)","1 (0%)"
"java.util.Comparators$NaturalOrderComparator[]","24 B (0%)","1 (0%)"
"com.intellij.ide.highlighter.HtmlFileType","24 B (0%)","1 (0%)"
"com.intellij.sql.dialects.db2.Db2CodeStyleSettingsProvider","24 B (0%)","1 (0%)"
"org.intellij.lang.regexp.inspection.DuplicateAlternationBranchInspection","24 B (0%)","1 (0%)"
"com.intellij.ui.jcef.JCEFHtmlPanel$1","24 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.PanelContentUI","24 B (0%)","1 (0%)"
"sun.font.CMap$NullCMapClass","24 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.codeStyle.PersistableCodeStyleSchemes","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DateFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.impl.EditorColorsManagerImpl","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.DefaultKeymap","24 B (0%)","1 (0%)"
"sun.security.ssl.CertStatusExtension$CertStatusRequest[]","24 B (0%)","1 (0%)"
"com.jetbrains.python.psi.stubs.PySetuptoolsNamespaceIndex","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.index.VcsLogPathsIndex$$Lambda$2554.0x0000000101752440","24 B (0%)","1 (0%)"
"com.intellij.application.options.editor.WebSmartKeysConfigurableKt$myAutomaticallyInsertClosingTagCheckBox$2","24 B (0%)","1 (0%)"
"com.intellij.application.options.editor.WebSmartKeysConfigurableKt$myAutomaticallyInsertClosingTagCheckBox$1","24 B (0%)","1 (0%)"
"com.sixrr.inspectjs.style.NestedFunctionCallJSInspection","24 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.AbstractProjectViewPane$4","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.impl.DocumentMarkupModelManager$$Lambda$1264.0x0000000100f56440","24 B (0%)","1 (0%)"
"java.util.TaskQueue","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSLastCommaInArrayLiteralInspection","24 B (0%)","1 (0%)"
"com.intellij.openapi.ide.CutElementMarker[]","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGFeComponentTransferElementBridge$SVGFeFuncGElementBridge","24 B (0%)","1 (0%)"
"com.intellij.ide.highlighter.XHtmlFileType","24 B (0%)","1 (0%)"
"com.sixrr.inspectjs.bitwise.ShiftOutOfRangeJSInspection","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.index.VcsLogUserIndex$$Lambda$2549.0x0000000101751040","24 B (0%)","1 (0%)"
"com.intellij.vcs.commit.CommitAuthorComponent$$special$$inlined$apply$lambda$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.roots.ui.configuration.ModuleSourceRootEditHandler[]","24 B (0%)","1 (0%)"
"java.util.OptionalDouble","24 B (0%)","1 (0%)"
"com.intellij.codeInspection.ex.InspectionToolRegistrar$registerToolProviders$2","24 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control$CandidateListCache","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSStringTemplateExpressionElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsContributor[]","24 B (0%)","1 (0%)"
"com.intellij.ui.tabs.impl.JBTabsImpl$4","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.KillToWordStartAction$Handler","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileTypes.impl.FileTypeHintPersistentComponent","24 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.EventField[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.LineStatusTrackerManager$CheckinFactory$createHandler$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.markup.HighlighterTargetArea[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.destructuring.JSPropagateToDestructuringIntention","24 B (0%)","1 (0%)"
"org.angular2.inspections.AngularInvalidExpressionResultTypeInspection","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.api.GithubApiRequestExecutor$TokenHeaderType[]","24 B (0%)","1 (0%)"
"org.jetbrains.yaml.inspections.YAMLRecursiveAliasInspection","24 B (0%)","1 (0%)"
"com.jetbrains.clones.languagescope.xml.XMLDuplicateScope","24 B (0%)","1 (0%)"
"org.angular2.cli.AngularJSFrameworkDetector","24 B (0%)","1 (0%)"
"sun.awt.util.PerformanceLogger$TimeData","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.inspections.SassScssUnresolvedPlaceholderSelectorInspection","24 B (0%)","1 (0%)"
"com.intellij.patterns.PsiElementPattern$12","24 B (0%)","1 (0%)"
"com.jetbrains.python.console.PyConsoleRootType","24 B (0%)","1 (0%)"
"com.intellij.configurationScript.providers.ReadOnlyStorage$getState$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$6$$Lambda$1507.0x00000001010bcc40","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$1","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$2","24 B (0%)","1 (0%)"
"com.intellij.util.containers.HashSetQueue$QueueEntry","24 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.inspections.EditorConfigUnexpectedCommaInspection","24 B (0%)","1 (0%)"
"com.intellij.sql.dialects.generic.GenericCodeStyleSettingsProvider","24 B (0%)","1 (0%)"
"com.intellij.execution.impl.RunManagerImpl$3","24 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlAutoIncrementDuplicateInspection","24 B (0%)","1 (0%)"
"com.intellij.util.ui.UIUtil$FontColor[]","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.graph.impl.permanent.PermanentLinearGraphImpl","24 B (0%)","1 (0%)"
"com.intellij.database.view.DatabaseColorManager$LocalColors","24 B (0%)","1 (0%)"
"org.jetbrains.settingsRepository.AutoSyncManager","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangesViewManager$ChangesViewToolWindowPanel$$Lambda$2112.0x00000001014d6c40","24 B (0%)","1 (0%)"
"org.intellij.markdown.parser.markerblocks.MarkerBlock$ClosingAction$NOTHING","24 B (0%)","1 (0%)"
"javax.swing.tree.DefaultTreeModel","24 B (0%)","1 (0%)"
"com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda$1628.0x0000000101252440","24 B (0%)","1 (0%)"
"com.jetbrains.python.inspections.PyPep8Inspection","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.LoadTextUtil$AutoDetectionReason[]","24 B (0%)","1 (0%)"
"com.intellij.xml.util.XmlInvalidIdInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptInterfaceElementType","24 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlRedundantCodeInCoalesceInspection","24 B (0%)","1 (0%)"
"com.jetbrains.plugins.remotesdk.SshCredentialsType","24 B (0%)","1 (0%)"
"org.intellij.lang.regexp.inspection.SingleCharAlternationInspection","24 B (0%)","1 (0%)"
"com.sun.imageio.spi.FileImageInputStreamSpi","24 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.types.ES6ImportSpecifierElementType","24 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.stubs.CssMediaStubElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.ES6BindWithArrowFunctionInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSAnnotatorInspection","24 B (0%)","1 (0%)"
"git4idea.ignore.lang.GitIgnoreFileType","24 B (0%)","1 (0%)"
"java.security.cert.CertificateFactory","24 B (0%)","1 (0%)"
"sun.java2d.marlin.PathSimplifier","24 B (0%)","1 (0%)"
"com.intellij.util.containers.MultiMap$EmptyMap","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.hint.TooltipController","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSBitwiseOperatorUsageInspection","24 B (0%)","1 (0%)"
"com.intellij.ide.PsiCopyPasteManager","24 B (0%)","1 (0%)"
"com.intellij.ui.popup.StackingPopupDispatcherImpl","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.CommitLegendPanel$$special$$inlined$observable$1","24 B (0%)","1 (0%)"
"com.jetbrains.python.scientific.cells.PyEditorCellManager$1","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanLookup","24 B (0%)","1 (0%)"
"com.intellij.database.csv.CsvFileType","24 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.ui.DeploymentNotifier$ToolWindowIdProvider","24 B (0%)","1 (0%)"
"com.intellij.coverage.view.CoverageViewSuiteListener","24 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.AsyncProjectViewSupport$$Lambda$1893.0x00000001013ba040","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.protobuf.UnmodifiableLazyStringList","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.KeyMapBundle","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSDestructuringObjectElementType","24 B (0%)","1 (0%)"
"com.jetbrains.mako.psi.elementTypes.MakoFunctionElementType","24 B (0%)","1 (0%)"
"com.intellij.htmltools.codeInspection.htmlInspections.HtmlRequiredAltAttributeInspection","24 B (0%)","1 (0%)"
"com.intellij.ide.TypeIconEP$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$$Lambda$1505.0x00000001010bc840","24 B (0%)","1 (0%)"
"com.intellij.ide.DefaultTreeExpander$1","24 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.types.ES6ImportedBindingElementType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.psi.stubs.types.LessParameterStubElementType","24 B (0%)","1 (0%)"
"com.intellij.featureStatistics.ProductivityFeaturesProvider[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSLastCommaInObjectLiteralInspection","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangesViewPanel$$special$$inlined$observable$1","24 B (0%)","1 (0%)"
"io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache","24 B (0%)","1 (0%)"
"com.intellij.vcs.branch.LinkedBranchDataImpl","24 B (0%)","1 (0%)"
"com.intellij.sh.lexer.ShLazyDoBlockElementType","24 B (0%)","1 (0%)"
"com.jetbrains.python.psi.resolve.PyResolveImportUtil$foreignResults$1","24 B (0%)","1 (0%)"
"com.intellij.ide.scratch.ScratchFileServiceImpl$MyLanguages","24 B (0%)","1 (0%)"
"com.intellij.sql.editor.SqlFoldingOptionsProvider$1","24 B (0%)","1 (0%)"
"com.intellij.ide.GeneralSettingsConfigurableKt$myChkReopenLastProject$2","24 B (0%)","1 (0%)"
"com.intellij.ide.GeneralSettingsConfigurableKt$myChkReopenLastProject$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.util.ClearableLazyValue$1","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.CodeInsightBundle","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.preview.ElementPreviewProvider[]","24 B (0%)","1 (0%)"
"com.jetbrains.django.lang.template.inspection.DjangoUrlArgumentsInspection","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.RectanglePainter$1","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.RectanglePainter$2","24 B (0%)","1 (0%)"
"com.intellij.ui.tabs.layout.singleRowLayout.ScrollableSingleRowLayout$ScrollableSingleRowTabsLayoutInfo","24 B (0%)","1 (0%)"
"com.intellij.xml.util.CheckTagEmptyBodyInspection","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.IndexedStringListSerializer","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.analysis.HtmlUnknownTargetInspection","24 B (0%)","1 (0%)"
"com.intellij.diagnostic.PerformanceWatcher$1","24 B (0%)","1 (0%)"
"com.intellij.dvcs.branch.GroupingKey[]","24 B (0%)","1 (0%)"
"java.math.MutableBigInteger","24 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.inspections.EditorConfigPatternRedundancyInspection","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$8","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$9","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$1","24 B (0%)","1 (0%)"
"java.text.AttributedCharacterIterator$Attribute[]","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$2","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$3","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$4","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$5","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$6","24 B (0%)","1 (0%)"
"com.jediterm.terminal.TerminalMode$7","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy[]","24 B (0%)","1 (0%)"
"com.sixrr.inspectjs.assignment.AssignmentToFunctionParameterJSInspection","24 B (0%)","1 (0%)"
"com.intellij.psi.css.actions.CssReplaceQuotesIntention","24 B (0%)","1 (0%)"
"com.intellij.remoteServer.ServerType[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.roots.impl.ProjectFileScanner[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.ActionScriptFileType","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlConvertNaturalJoinToOnIntention","24 B (0%)","1 (0%)"
"javax.swing.PopupFactory$HeavyWeightPopup","24 B (0%)","1 (0%)"
"org.angular2.lang.html.stub.Angular2HtmlNgContentSelectorElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.inspections.JSAccessibilityCheckInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSVarStatementElementType","24 B (0%)","1 (0%)"
"com.jetbrains.python.packaging.PyPackageManagersImpl","24 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$StringEnvironment","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSPropertyElementType","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.XslTextContextType","24 B (0%)","1 (0%)"
"com.intellij.database.settings.UserPatterns","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.inspections.LessResolvedByNameOnlyInspection","24 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl","24 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlCheckUsingColumnsInspection","24 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.local.NodeJsLocalInterpreterManager$1","24 B (0%)","1 (0%)"
"javax.swing.text.DefaultEditorKit$DeleteNextCharAction","24 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlNullComparisonInspection","24 B (0%)","1 (0%)"
"com.intellij.openapi.module.impl.ModulePointerManagerImpl$registerPointer$1","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.psi.stubs.types.SassScssParameterStubElementType","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGPatternElementBridge","24 B (0%)","1 (0%)"
"com.jetbrains.python.inspections.PyDataclassInspection","24 B (0%)","1 (0%)"
"com.intellij.vcs.changes.ChangeListScope$$Lambda$3064.0x0000000101b39040","24 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.RunDashboardManagerImpl$State","24 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.widget.JsonSchemaStatusWidget$$Lambda$1116.0x0000000100db3840","24 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.lang.parser.GFMCommentAwareFlavourDescriptor","24 B (0%)","1 (0%)"
"com.intellij.lang.properties.parsing.PropertyListStubElementType","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.ErrorStripeUpdateManager","24 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.nodes.NamedLibraryElement","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.base.JsbtFileManager$1","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.VcsLogStorageImpl$VcsRefKeyDescriptor","24 B (0%)","1 (0%)"
"org.jetbrains.ide.OpenSettingsService","24 B (0%)","1 (0%)"
"com.google.common.cache.LocalCache$NullEntry[]","24 B (0%)","1 (0%)"
"java.util.Collections$UnmodifiableNavigableSet$EmptyNavigableSet","24 B (0%)","1 (0%)"
"com.intellij.configurationStore.EdtPoolDispatcherManager","24 B (0%)","1 (0%)"
"com.intellij.vcs.commit.ChangesViewCommitWorkflowHandler$createDataProvider$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.util.KeyWithDefaultValue$1","24 B (0%)","1 (0%)"
"com.jetbrains.python.testing.pyTestParametrized.PyTestParametrizedInspection","24 B (0%)","1 (0%)"
"com.intellij.lang.typescript.inspection.TypeScriptMissingConfigOptionInspection","24 B (0%)","1 (0%)"
"sun.nio.cs.ISO_8859_13","24 B (0%)","1 (0%)"
"sun.nio.cs.ISO_8859_15","24 B (0%)","1 (0%)"
"org.apache.batik.util.ParsedURL","24 B (0%)","1 (0%)"
"org.apache.batik.bridge.SVGFeDiffuseLightingElementBridge","24 B (0%)","1 (0%)"
"com.jetbrains.python.debugger.concurrency.PythonConcurrencyVisualizerBundle","24 B (0%)","1 (0%)"
"com.intellij.psi.css.CssBundle","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.analysis.HighlightingSettingsPerFile","24 B (0%)","1 (0%)"
"sun.nio.cs.ISO_8859_11","24 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.ObjectEventField","24 B (0%)","1 (0%)"
"com.intellij.database.script.PersistenceConsoleProvider[]","24 B (0%)","1 (0%)"
